id,content,messageType,createAt,conversationId,aditional_id
4619,Ya veo que no fue depositado. Epero pronto,user,2025-07-21 08:53:45.102-04,240,G162263OFADO33FD8ZR0
4620,Donde esta su agent,user,2025-07-21 10:57:34.515-04,240,7CBMTRWZQ8D6KBATY4RO
4621,¡Bienvenido nuevamente  a Emprende.cl! 🚀,bot,2025-07-21 10:57:34.618-04,240,7QIOANCZIGHU4G0YRK0S
4622,Te asignaremos un agente disponible,bot,2025-07-21 10:57:34.618-04,240,ZFPRJ0A253FT7RYS7423
4623,Cuando,user,2025-07-21 11:06:30.386-04,240,LYIN60QUMIDNNH7KJA03
4624,"
¡Hola!
Gracias por el contacto con Emprende. ¡Espero que estés teniendo un buen día! 
Hablas con Cristian, me encargaré de tu asistencia desde ahora. ¿Cómo te podría ayudar?",agent,2025-07-21 11:11:46.87-04,240,SZG5URHPE1A1QEUAMMIX
4625,"Hola cristian
Ud ya sabe mi situacion??",user,2025-07-21 11:25:12.43-04,240,G62DLOH3DKQKSP4424AF
4626,"La plata(244541) fue enviada hoy a TEF emprende spa y tiene que depositar en banco estado cheque electronica 29170698302.
Si cualquir problema hay que llmarme al 992312542. Gracias
Thomas Harrington
Rut 91242001
Por patagonia
Rut 76753964-9",user,2025-07-21 11:25:43.579-04,240,B7W3K00DDIPWP88N7T8X
4627,Me puede llarme para explicar mas detilodo,user,2025-07-21 11:27:33.447-04,240,LZXB8U8OJABH71Z7JLLB
4628,"Comprendo, su caso se esta gestionando mediante un correo, el cual se le respondió el día de Hoy y se solicita que envíe información más detallada, por favor, le sugiero que siga instrucciones del correo que le respondieron 
",agent,2025-07-21 11:28:14.66-04,240,0EJWPGZWQDS8CJ3ND36I
4629,Ya envio mas arriba,user,2025-07-21 11:29:24.29-04,240,C7BA1QZEKB1S4OATDKXH
4630,Como se indicó siga las instrucciones y responda el correo que le enviaron el día de hoy y mediante ese medio se seguirá con su gestión sobre su caso ,agent,2025-07-21 11:35:45.558-04,240,Y7GZPB6QS17H2QF8B2WQ
4631,Gracias,user,2025-07-21 11:38:23.657-04,240,ARFSWWNMRPSKC3BCA8TT
4632,"Muchas gracias por contactarnos, quedamos a atentos en caso de que necesites asistencia adicional.
Atendemos de lunes a viernes (días hábiles), a partir de las 08:30 am.
¡Saludos!",agent,2025-07-21 11:42:42.342-04,240,YQTBYOOP5GF13YCGJ5Y6
4633,Cristian cuando va enviarme la plata que envio a UDS? Por error,user,2025-07-22 13:56:13.475-04,240,N65MBF2BVA53NITCRKXU
4634,¡Bienvenido nuevamente  a Emprende.cl! 🚀,bot,2025-07-22 13:56:13.623-04,240,FUUOVZGDZ8X485724K75
4635,Te asignaremos un agente disponible,bot,2025-07-22 13:56:13.623-04,240,EJ1A028SJ3T7GLXUFNKE
4636,"Hola Thomas 😊
Gracias por el contacto con Emprende. Espero que estés teniendo un buen día! 
Hablas con Lorena , me encargaré de tu asistencia desde ahora. ¿Cómo te podría ayudar?",agent,2025-07-22 14:01:02.87-04,240,HSJ80FIDBNIRQOQOKQJ0
4637,Enviarme la plata 244541que yo envio a UDS por error,user,2025-07-22 14:08:13.785-04,240,OVFRR7TUBX18AHS8W4TW
4638,Enviaste algun correo solicitando la devolución ?,agent,2025-07-22 14:10:34.314-04,240,Y1GRH48I3ESL3I68U3DU
4639,"La plata(244541) fue enviada hoy a TEF emprende spa y tiene que depositar en banco estado cheque electronica 29170698302.
Si cualquir problema hay que llmarme al 992312542. Gracias
Thomas Harrington
Rut 91242001
Por patagonia
Rut 76753964-9",user,2025-07-22 14:13:14.022-04,240,OE62SJ3PTGPEB4NRG4I3
4640,"La plata(244541) fue enviada hoy a TEF emprende spa y tiene que depositar en banco estado cheque electronica 29170698302.
Si cualquir problema hay que llmarme al 992312542. Gracias
Thomas Harrington
Rut 91242001
Por patagonia
Rut 76753964-9",user,2025-07-22 14:14:24.829-04,240,VN686QY7L0M5F36A6P2T
4641,"",user,2025-07-22 14:14:27.402-04,240,XYVU8FS6Z2VX2ARVVLQ7
4642,"no puedo reproducir audios, te agradezco me puedas escribir ",agent,2025-07-22 14:15:08.881-04,240,IZB1WLTYDQEEDEVO0YRL
4643,"No es un sudio 
Le envip",user,2025-07-22 14:16:05.03-04,240,FWZ4LLIPIUPXQ3JSBXLO
4644,Envio,user,2025-07-22 14:16:18.279-04,240,RBVWW2VGR135BNO5IZDN
4645,esto es un audio ,agent,2025-07-22 14:16:42.963-04,240,D8PPQX0U7WY01MOZR3DO
4646,"La plata(244541) fue enviada hoy a TEF emprende spa y tiene que depositar en banco estado cheque electronica 29170698302.
Si cualquir problema hay que llmarme al 992312542. Gracias
Thomas Harrington
Rut 91242001
Por patagonia
Rut 76753964-9",user,2025-07-22 14:17:06.998-04,240,TAADNECUICC4DVJHKKFR
4647,A ud algo escrito,user,2025-07-22 14:17:07.794-04,240,UOG6JKHXD4V48T0RP6RD
4648,de igual forma necesitamos el voucher de la transferencia para poder realizar la devolución del dinero,agent,2025-07-22 14:17:13.044-04,240,MDNOGSW6IVV1WBFWZSO0
4649,"Jenifer
Yango copia de la transferebcia en mi computer pero envio a su correro.


Le envio voucher de la transferencia a su correro 
Ha rebido ese???
Me dicen es un",user,2025-07-22 14:45:39.983-04,240,R42EJ5A3QCPRAOMKOT13
4650,Mandae su correro electronicay voy a enviar el voucher a ud,user,2025-07-22 14:47:47.784-04,240,O0YVODKBXCS28YH2EUWA
4651,debes enviarlo al hilo de correos ,agent,2025-07-22 14:47:49.185-04,240,ZZ80J000SSR7KPO4EBD1
4652,Que significa hilo,user,2025-07-22 14:48:27.045-04,240,VYOLZRACJ7PTVF5GXXW0
4653,la cadena de correos que tienes con Yennifer ,agent,2025-07-22 14:48:49.187-04,240,SKLE0NBT5YS5X3OI1PZD
4654,Le envio un reply con el vuocher,user,2025-07-22 14:56:13.33-04,240,NDK17CTSYOBLQQEBUC8G
4655,perfecto ,agent,2025-07-22 14:59:33.519-04,240,LG4AL7KZZYJ3KC3AQL8I
4656,"Ok 
Ahora ya que tiene el voucher
Coando va hacer la tranferencia de 244541a patagonia",user,2025-07-22 15:01:44.006-04,240,IAC88BNHGDQ4SNOLM3MM
4657,se necesita el voucher de la transferencia no la cartola del banco ,agent,2025-07-22 15:03:07.537-04,240,DU1FG0JKY524IWKO3XXS
4658,Ya pidio la executivo,user,2025-07-22 16:19:18.224-04,240,C3EMHVKJSAOY3746DUJL
4659,"El clavo de sii es: patag25$ 
Ls p es mayuscla",user,2025-07-23 17:13:21.906-04,240,AE2S5L021UW8AT0BRGFT
4660,¡Bienvenido nuevamente  a Emprende.cl! 🚀,bot,2025-07-23 17:13:21.955-04,240,FAYOTDUSMTBR0MYCFJ0O
4661,Te asignaremos un agente disponible,bot,2025-07-23 17:13:21.955-04,240,IEDUOTQQDRY2WV6EG4J6
4662,"El clavo de sii es: patag25$ 
Ls p es mayuscla",user,2025-07-23 17:15:05.768-04,240,PYCMQNZGO77VZD2XQUPX
4663,El clave,user,2025-07-23 17:15:33.224-04,240,5URB156Z46MK4O23XS6E
4664,Hola cristian,user,2025-07-23 17:16:02.055-04,240,L8RNAZ3KDD5ZLHN2FDM4
4665,Ya sabe que necisito,user,2025-07-23 17:16:44.333-04,240,XM8SL0WIS6IZ7AW3CTPD
4666,Favor siga el siguente,user,2025-07-24 19:12:08.214-04,240,VUV0TGFO8XFFMTKU76Y5
4667,¡Bienvenido nuevamente  a Emprende.cl! 🚀,bot,2025-07-24 19:12:08.27-04,240,5GDUCKFYOSTPPNR2FLP2
4668,Te asignaremos un agente disponible,bot,2025-07-24 19:12:08.27-04,240,EL1KNUCTQLP7WDAM16RL
4669,"Entra sii
Entra mi sii
Rut de pataginia-7675396-9  
Pretra Iniciar
Entra mi rut 9124200-1",user,2025-07-24 19:18:06.657-04,240,BAREO0XUWCPAMC8X4WLS
4670,Te asignaremos un agente disponible,bot,2025-07-24 19:18:06.704-04,240,J8GQXQ532F6C0RNS0RJI
4671,"Nueve clave es:
Thomas1706@ 
Y entra la pagina de sii",user,2025-07-24 19:19:50.704-04,240,GPQW1LYA0CJM26K5VTIN
4672,Favor siga el siguente,user,2025-07-24 19:27:59-04,240,DV7YWUE0FAH3WOFAFWR0
4673,"Entra sii
Entra mi sii
Rut de pataginia-7675396-9  
Pretra Iniciar
Entra mi rut 9124200-1",user,2025-07-24 19:27:59.412-04,240,LTTBAZXQ7VYA8UENFL45
4674,"Nueve clave es:
Thomas1706@ 
Y entra la pagina de sii",user,2025-07-24 19:27:59.695-04,240,0PBPO4ER2EA41CIYLEIJ
4675,"Hola Thomas, buen día, le enviare tu clave al área encargada ",agent,2025-07-25 08:37:08.748-04,240,2HO3WAV7PQ8J0TMJJSAD
4676,"Hi Thomas, how are you?
I wanted to let you know that the team handling your case told me the password you sent is not correct.
We need the company’s password to log in to the SII portal.
Please go to the SII website again, reset the password, and send it to me once you have it.
If you need help with the process, just let me know 🙂",agent,2025-07-25 09:31:11.488-04,240,8EWZNY254YQ4RQRP6QDQ
4677,"I already set the password just follow the instructions i sent
Use the new password on the sii web",user,2025-07-25 10:17:18.717-04,240,IJTVEESRCIYCOV7ZCSM7
4678,"Thomas1706@
El t es mayusclia",user,2025-07-25 10:20:15.318-04,240,I2SCC5PW5WE5QIZ54QNO
4679,"As I mentioned earlier, the password we need to access the SII portal is the company’s password, associated with the RUT 76.753.964-9.

The password you provided (Thomas1706@) is not correct, so the system did not allow access.
A temporary code has been sent to your email so that you can reset the company’s password.
Once you update it, please share the new password with me so we can continue with the process.
Let me know if you need help resetting it — I’ll be happy to guide you",agent,2025-07-25 10:22:33.12-04,240,4B26LYPDN0H7M5T5S0YO
4680,Are you still online?,agent,2025-07-25 10:38:23.394-04,240,4Z2KX8OHRIA20DEHX76K
4681,"start sesion
Sjpxha",user,2025-07-25 10:38:54.188-04,240,XWPM0X7M6PZSXPFE8ZKS
4682,Sjpxa,user,2025-07-25 10:39:50.835-04,240,NADAIDAGYRB0K54U0DRP
4683,Sjpxa,user,2025-07-25 10:41:06.627-04,240,4MBBJW5H7HNC4UKQRX08
4684,Give me a moment,agent,2025-07-25 10:41:24.987-04,240,XLDP4PYDES6M3PHGNAT1
4685,Sjpxa,user,2025-07-25 10:41:54.811-04,240,8D3JLE0B241JM43M7MU1
4686,The password you sent is not correct.,agent,2025-07-25 10:42:37.38-04,240,PQEOBYHUGD1KQ0Z38BEI
4687,"",agent,2025-07-25 10:45:20.467-04,240,S0ITS3QF65F43VAMOKY8
4688,"",agent,2025-07-25 10:46:27.899-04,240,FM0KLKE2NZJSEM1JFAWB
4689,"Are you there
Once  you hit enter you can then hit servicios on line",user,2025-07-25 10:47:03.041-04,240,8Y33MVDVIEDYJSR1GCDN
4690,I’ve requested again that a code be sent to your email so you can reset the password on the SII website. Please check your inbox.,agent,2025-07-25 10:47:07.095-04,240,O64LS2T2RCNUWN6IDKSL
4691,"When entering with the company’s RUT and the password you just sent, it says the information is incorrect.",agent,2025-07-25 10:48:01.053-04,240,GRZNQVVA0PGEZE37E3LZ
4692,You can press enter and then you are in the sii web site and can then hit servicios online,user,2025-07-25 10:50:20.47-04,240,0VAOJZ3SBVHJGMYWDO3J
4693,Use my instructiobs,user,2025-07-25 10:51:10.418-04,240,Z0SKOMMPGTBRZUB7TT24
4694,"I sent it
It all capotials",user,2025-07-25 10:54:28.23-04,240,HP1WEJ0AITSIJL5PT2SK
4695,"I understand what you’re saying 
But when I try to log in at www.sii.cl with the company’s RUT 76753964-9 and the password you sent (Sjpxa), it says it’s incorrect.
Please check your email — you should have received a message with a temporary code to reset the password.
Once you reset it, just send me the new password so I can confirm access.
Let me know if you need help!",agent,2025-07-25 10:54:32.2-04,240,OH3EO3W8EMC41RYIHEPJ
4696,It is SJPXHA,user,2025-07-25 10:55:05.499-04,240,8ICEWK28VTF1Y1YGWZ0H
4697,where are you from ?,agent,2025-07-25 10:56:33.724-04,240,T0B6QH0BM4Z3EYK6LZM6
4698,Get into the sii website,user,2025-07-25 10:57:27.248-04,240,BXZSVT8X0S4NSBVPDZ73
4699,"To move forward, it's important that we can communicate clearly.
From our side, we've checked and the password you sent is not correct.
We kindly ask that you verify this information directly with the SII, where they can guide you and help you reset the correct password.
Once that's done, we’ll be happy to continue with your process.
Let me know if you need anything else",agent,2025-07-25 11:03:18.775-04,240,LJUBMH0D8JDOR84CNOJE
4700,"Then put in my password the s is capital S 
Then you se a person on a bike on the right top with the word aceptar
You are then in the sii website and can press ""servicios online???""",user,2025-07-25 11:03:49.453-04,240,EHRXGNHHC0KV4BKLW376
4701,The word is on the left side,user,2025-07-25 11:05:25.796-04,240,MQIJON67RZGCDUWP4ILG
4702,You have to do what i am saying,user,2025-07-25 11:06:41.723-04,240,EU18D88Y8PNRWJIG0SXU
4703,"I understand everything you've shared, but it seems we're having a communication issue.
To help resolve this situation more effectively, I recommend that you visit our office in person, where our team can give you all the guidance you need to continue with your process.
Our address is:
Huérfanos 1055, Office 503, Santiago
Please let me know which day you’ll be able to come, so I can inform the team and make sure someone is available to assist you.
Looking forward to your reply!",agent,2025-07-25 11:11:02.125-04,240,7F676U2TVRXFNJSYH3V2
4704,I am getting on the sii site every time i do it like i am saying,user,2025-07-25 11:18:24.694-04,240,AAFLLC8N6QRSEHB6JS3U
4705,Have you gotten on the site yet,user,2025-07-25 11:19:01.559-04,240,WMZR2LG5VWERSK8TK4CU
4706,How about if i go to your office now it will take about half an hour,user,2025-07-25 11:21:16.498-04,240,5XDCS277Y0PY4XYKW1F1
4707,I dont know what you are doing wrong,user,2025-07-25 11:28:55.925-04,240,BS8ULSY5BU5BBC0I8HSP
4708,Should i go now??,user,2025-07-25 11:29:26.151-04,240,USQPGLQVCLC5T7CI7ATA
4709,"Give me a moment, please. I’m contacting the office so they can assist you",agent,2025-07-25 11:30:43.004-04,240,DMTUDHYPAEEWTN2PNRKU
4710,"I have been to that office before
It was being closed
I met the person who was handeling renta",user,2025-07-25 11:32:44.962-04,240,QQMBSMTLETPM03V52S6D
4711,the office or street  huerfanos ?,agent,2025-07-25 11:36:20.806-04,240,4WAD18FXDQXMK416TT5T
4712,Can you go to the office in Providencia? There is a person there who can help you.,agent,2025-07-25 11:39:08.37-04,240,7B73SSBEIDVQ6XBY4YK3
4713,Give me the address,user,2025-07-25 11:39:36.775-04,240,J0A2R7IV0P2PFCU3EYZE
4714,It is closer to where i live,user,2025-07-25 11:40:14.682-04,240,FDKE8POZG34V15QYTMPJ
4715,"•	Av. Providencia 1208, Oficina 1603, Providencia",agent,2025-07-25 11:40:17.708-04,240,4GFYJCUV14AINZYDVHIB
4716,Perfect !,agent,2025-07-25 11:40:38.296-04,240,G5N3N5W50NRLCS64KTF5
4717,"When you arrive at the office you should ask to speak to Rossana, she is the one who can give you the advice",agent,2025-07-25 11:42:26.446-04,240,FI2M3ZNGQL8QKR15JUKY
4718,"Ok i an leavig now
It should take about 20 min",user,2025-07-25 11:55:51.716-04,240,WE0T7DLZJ6TDFVEBOYFA
4719,¡Bienvenido nuevamente  a Emprende.cl! 🚀,bot,2025-07-25 11:55:51.817-04,240,Y16XD7GU2PWOOEJKEHO3
4720,Te asignaremos un agente disponible,bot,2025-07-25 11:55:51.818-04,240,LBDCORKUJATM2CC6XR0J
4721,"Hola buenas tardes. Te atiende Ronald, como estas ? ",agent,2025-07-25 12:47:04.482-04,240,QGLMROIQB2V5VUYN7KNR
4722,Segundo instruction al sii,user,2025-07-28 12:09:09.427-04,240,ZO4DOZ4QN2OCPSHS3VCF
4723,¡Bienvenido nuevamente  a Emprende.cl! 🚀,bot,2025-07-28 12:09:09.605-04,240,1SGNA5G67I2RY1ELNJES
4724,Te asignaremos un agente disponible,bot,2025-07-28 12:09:09.615-04,240,5L3KV77GMK5MZT80H1XE
4725,"Abre pagina sii
In ""mi sii: mumero rut de patgonia 76753964-9",user,2025-07-28 12:09:11.351-04,240,JUFPPSXT55LSCJJ6RJ0M
4726,Te asignaremos un agente disponible,bot,2025-07-28 12:09:11.389-04,240,HMJ4EDYOJMYEQR3VVFEV
4727,"El clave es Tom2017. El T es mayusclia y olvida el punto.
...",user,2025-07-28 12:09:12.256-04,240,HS68YY5TEZDHDH6AYS8C
4728,Te asignaremos un agente disponible,bot,2025-07-28 12:09:12.288-04,240,Z3D8RB2PKXFPVVHXH6JK
4729,Yo fui al sii y ele ayudo a poner la clave y funcino,user,2025-07-28 12:09:13.876-04,240,3EAXOYWGGNOQ68BFDSOW
4730,Te asignaremos un agente disponible,bot,2025-07-28 12:09:13.905-04,240,BB2XLOARGLBGJ02HPQBL
4731,Hola buenas tardes ,agent,2025-07-28 14:05:51.302-04,240,4AOFL631JN6BHCBY8P32
4732,Le escribe Ronald. en que lo puedo ayudar? ,agent,2025-07-28 14:06:03.812-04,240,A0Z0ULXOUA0LRQA4FM1Z
4733,Quien es Ronald??,user,2025-07-28 14:07:20.259-04,240,WZ1NO2ZEFT6X2FPIE3KT
4734,Ejecutivo de emprende.cl,agent,2025-07-28 14:35:08.41-04,240,EUD2TV3DX5IWI8ORNCTX
4735,"Hola Thomas 😊
Gracias por el contacto con Emprende. Espero que estés teniendo un buen día! 
Hablas con Lorena , me encargaré de tu asistencia desde ahora. ¿Cómo te podría ayudar?",agent,2025-07-28 16:08:50.189-04,240,E8WSCSS1FVEFJS61RM4Z
4736,"Hi Thomas, were you able to update your SII password?",agent,2025-07-28 16:10:02.145-04,240,WXUB8MEZQ677TDQ2EKIB
4737,"Si el nuevo password es Tom2027.
El T es mayuscla y no olvida el.......punto",user,2025-07-28 16:15:47.17-04,240,MI5LKE7DG1W364XXWN71
4738,perfect!! I will notify the team in charge of handling your ticket,agent,2025-07-28 16:19:03.301-04,240,SOZMCOGI7L2ENP8D3K5W
4739,Thanks,user,2025-07-28 16:19:43.527-04,240,MKOQPI5BCFF35LP0IHGY
4740,Anything else I can help you with,agent,2025-07-28 16:23:38.51-04,240,5PPDQQMPXKXRTR3L46SM
4741,When will empende be returning the transfer i sent to them by mistak,user,2025-07-28 19:41:39.102-04,240,XQW3VIR5IV7G2BN5UGMM
4742,When will empende be returning the transfer i sent to them by mistak,user,2025-08-09 21:10:52.105-04,240,COYZ4BSN5IFZRDRDVR2I
4743,¡Bienvenido nuevamente  a Emprende.cl! 🚀,bot,2025-08-09 21:10:52.202-04,240,OJ4O0MQHLVVQ2IS2EIUB
4744,Te asignaremos un agente disponible,bot,2025-08-09 21:10:52.202-04,240,GXGD7NV6KZL8WG8Z7EAK
4745,"Template:

¡Hola Thomas! 😊
Estoy en Linea, ¿como estas?
",agent,2025-08-11 09:22:49.353-04,240,YQ00W6Q177XMR81SYZWJ
4746,Sigo esperando la transferencia,user,2025-08-12 14:44:19.766-04,240,ROAU1QF5Y6AH4J0LIC7X
4747,¡Bienvenido nuevamente  a Emprende.cl! 🚀,bot,2025-08-12 14:44:19.811-04,240,K01J5GVMXP6D5TYXO5TK
4748,Te asignaremos un agente disponible,bot,2025-08-12 14:44:19.811-04,240,1V438MQ3F6O107KDPS6F
4749,"Hola Thomas 😊
Gracias por el contacto con Emprende. Espero que estés teniendo un buen día! 
Hablas con Lorena , me encargaré de tu asistencia desde ahora. ¿Cómo te podría ayudar?",agent,2025-08-12 15:16:25.815-04,240,ZASITK5E2V11IOMTM55T
4750,Habla con los otras quienes saben mi situacion,user,2025-08-12 15:18:37.419-04,240,WAGDKWJY4FNMQ7UWJK1B
4751,¡Hola! Quiero más información.,user,2025-08-09 21:24:34.222-04,241,5QFT8IQS32S028GJP7Q5
4752,¡Bienvenido a Emprende.cl! 🚀,bot,2025-08-09 21:24:34.257-04,241,WTWOSSAVAOQOUNAV6CZQ
4753,Te asignaremos un agente disponible,bot,2025-08-09 21:24:34.257-04,241,7NT6HUA0CR7OOT8H5AN3
4754,¡Hola! Quiero más información.,user,2025-08-11 10:48:57.372-04,241,EIMRDNSE084YEQOGKSIQ
4755,"Buenos dias, en que te podemos ayudar mi nombre es Jessica Lamilla
",agent,2025-08-11 10:53:00.915-04,241,UI5RYPJG6HB0CODKPFFV
4756,Hola,user,2025-08-09 21:47:27.71-04,242,X64158JNG1ORIQEI5O55
4757,¡Bienvenido a emprende.cl!,bot,2025-08-09 21:47:27.798-04,242,SQEGRNZ3N0NB1FRZ4FC6
4758,Gracias por contactarnos. Cuéntanos de tu emprendimiento mientras uno de nuestros asesores se conecta contigo. ✨,bot,2025-08-09 21:47:40.445-04,242,ZTDLWXTH7RSB7N48SOLL
4759,Gracias,user,2025-08-09 21:47:41.617-04,242,1XXEV3PH1UYYZL0OIND1
4760,Te responderemos a la brevedad,bot,2025-08-09 21:47:41.649-04,242,RIQOFBGX8B6FO8P0XRDX
4761,Quiero hacer un negocio de abarrotes,user,2025-08-09 21:48:17.257-04,242,DAS0X265E3IN1G5DJRYL
4762,Te responderemos a la brevedad,bot,2025-08-09 21:48:17.367-04,242,E666QX8MJYEC36T5ZOHS
4763,Como almacen,user,2025-08-09 21:48:34.04-04,242,3LJCVQUR68588D0LA0SH
4764,Te responderemos a la brevedad,bot,2025-08-09 21:48:34.18-04,242,IG74G1BM5O1F5OHAIX11
4765,En este momento comienzas a ser atendido por un asesor,bot,2025-08-11 08:34:42.859-04,242,1POBZXVS2LNZAQME2O38
4766,¡Hola! Quiero más información.,user,2025-08-09 23:39:18.197-04,243,3LI3K55HV4CQLYET7AAN
4767,¡Bienvenido a Emprende.cl! 🚀,bot,2025-08-09 23:39:18.287-04,243,HQO63K3OABCQ73G77XB0
4768,Te asignaremos un agente disponible,bot,2025-08-09 23:39:18.287-04,243,Z4S8RM1ANT3A1W820FSP
4769,¡Hola! Quiero más información.,user,2025-08-09 23:48:31.574-04,244,Y2OX48CWTGB5IENNATRA
4770,¡Bienvenido nuevamente  a Emprende.cl! 🚀,bot,2025-08-09 23:48:31.668-04,244,017Y1NKWFYOBLQG1IEJG
4771,Te asignaremos un agente disponible,bot,2025-08-09 23:48:31.668-04,244,A1DJYAPAAO7KW4EB4X4T
4772,¡Hola! Necesito ayuda,user,2025-08-10 00:01:44.857-04,245,AVLGC1BPIJNA54WN6XGX
4773,¡Bienvenido a emprende.cl!,bot,2025-08-10 00:01:45.126-04,245,C1381JUX3F4QPA2P6G8W
4774,Gracias por contactarnos. Cuéntanos de tu emprendimiento mientras uno de nuestros asesores se conecta contigo. ✨,bot,2025-08-10 00:01:56.058-04,245,HX335HAPBVSZIQIGEXW2
4775,En este momento comienzas a ser atendido por un asesor,bot,2025-08-11 08:35:36.445-04,245,QG2VVXNQD0RSP7DULXKO
4776,¡Hola! Quiero más información.,user,2025-07-10 19:29:41.71-04,246,HNO7S7X2IMB8112F3EKK
4777,¡Bienvenido a Emprende.cl! 🚀,bot,2025-07-10 19:29:41.813-04,246,X1ZL2O8Z3ARA0AGUO6NI
4778,Te asignaremos un agente disponible,bot,2025-07-10 19:29:41.813-04,246,R1SHSIEBXNOLTK30IIS0
4779,"Hola, buenas tardes. Te habla Leonardo ¿en que te puedo ayudar? ",agent,2025-07-10 19:29:59.217-04,246,R3RFHH0F87QUT71MMSXU
4780,"Por favor UD puede atenderme mañana?
Después de las 9am
Gracias",user,2025-07-10 19:31:05.933-04,246,VU7BQV6PL8HCD3Y5ZIJ5
4781,"Sí, no habría problema. ¿Qué necesita?",agent,2025-07-10 19:31:38.547-04,246,G0OJJBHZNU5AJDAGEEDJ
4782,Crear una spa.,user,2025-07-10 19:31:58.889-04,246,L5MR85P3MTV1VCJ3ZP8V
